PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,HasCabin,Embarked_C,Embarked_Q,Embarked_S,Title_Master.,Title_Miss.,Title_Mr.,Title_Mrs.,Title_Other
712,0,1,1,29.881137667304014,0,0,26.55,1,0,0,1,0,0,1,0,0
713,1,1,1,48.0,1,0,52.0,1,0,0,1,0,0,1,0,0
714,0,3,1,29.0,0,0,9.4833,0,0,0,1,0,0,1,0,0
715,0,2,1,52.0,0,0,13.0,0,0,0,1,0,0,1,0,0
716,0,3,1,19.0,0,0,7.65,1,0,0,1,0,0,1,0,0
717,1,1,0,38.0,0,0,227.525,1,1,0,0,0,1,0,0,0
718,1,2,0,27.0,0,0,10.5,1,0,0,1,0,1,0,0,0
719,0,3,1,29.881137667304014,0,0,15.5,0,0,1,0,0,0,1,0,0
720,0,3,1,33.0,0,0,7.775,0,0,0,1,0,0,1,0,0
721,1,2,0,6.0,0,1,33.0,0,0,0,1,0,1,0,0,0
722,0,3,1,17.0,1,0,7.0542,0,0,0,1,0,0,1,0,0
723,0,2,1,34.0,0,0,13.0,0,0,0,1,0,0,1,0,0
724,0,2,1,50.0,0,0,13.0,0,0,0,1,0,0,1,0,0
725,1,1,1,27.0,1,0,53.1,1,0,0,1,0,0,1,0,0
726,0,3,1,20.0,0,0,8.6625,0,0,0,1,0,0,1,0,0
727,1,2,0,30.0,3,0,21.0,0,0,0,1,0,0,0,1,0
728,1,3,0,29.881137667304014,0,0,7.7375,0,0,1,0,0,1,0,0,0
729,0,2,1,25.0,1,0,26.0,0,0,0,1,0,0,1,0,0
730,0,3,0,25.0,1,0,7.925,0,0,0,1,0,1,0,0,0
731,1,1,0,29.0,0,0,211.3375,1,0,0,1,0,1,0,0,0
732,0,3,1,11.0,0,0,18.7875,0,1,0,0,0,0,1,0,0
733,0,2,1,29.881137667304014,0,0,0.0,0,0,0,1,0,0,1,0,0
734,0,2,1,23.0,0,0,13.0,0,0,0,1,0,0,1,0,0
735,0,2,1,23.0,0,0,13.0,0,0,0,1,0,0,1,0,0
736,0,3,1,28.5,0,0,16.1,0,0,0,1,0,0,1,0,0
737,0,3,0,48.0,1,3,34.375,0,0,0,1,0,0,0,1,0
738,1,1,1,35.0,0,0,512.3292,1,1,0,0,0,0,1,0,0
739,0,3,1,29.881137667304014,0,0,7.8958,0,0,0,1,0,0,1,0,0
740,0,3,1,29.881137667304014,0,0,7.8958,0,0,0,1,0,0,1,0,0
741,1,1,1,29.881137667304014,0,0,30.0,1,0,0,1,0,0,1,0,0
742,0,1,1,36.0,1,0,78.85,1,0,0,1,0,0,1,0,0
743,1,1,0,21.0,2,2,262.375,1,1,0,0,0,1,0,0,0
744,0,3,1,24.0,1,0,16.1,0,0,0,1,0,0,1,0,0
745,1,3,1,31.0,0,0,7.925,0,0,0,1,0,0,1,0,0
746,0,1,1,70.0,1,1,71.0,1,0,0,1,0,0,0,0,1
747,0,3,1,16.0,1,1,20.25,0,0,0,1,0,0,1,0,0
748,1,2,0,30.0,0,0,13.0,0,0,0,1,0,1,0,0,0
749,0,1,1,19.0,1,0,53.1,1,0,0,1,0,0,1,0,0
750,0,3,1,31.0,0,0,7.75,0,0,1,0,0,0,1,0,0
751,1,2,0,4.0,1,1,23.0,0,0,0,1,0,1,0,0,0
752,1,3,1,6.0,0,1,12.475,1,0,0,1,1,0,0,0,0
753,0,3,1,33.0,0,0,9.5,0,0,0,1,0,0,0,0,1
754,0,3,1,23.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
755,1,2,0,48.0,1,2,65.0,0,0,0,1,0,0,0,1,0
756,1,2,1,0.67,1,1,14.5,0,0,0,1,1,0,0,0,0
757,0,3,1,28.0,0,0,7.7958,0,0,0,1,0,0,1,0,0
758,0,2,1,18.0,0,0,11.5,0,0,0,1,0,0,1,0,0
759,0,3,1,34.0,0,0,8.05,0,0,0,1,0,0,1,0,0
760,1,1,0,33.0,0,0,86.5,1,0,0,1,0,0,0,0,1
761,0,3,1,29.881137667304014,0,0,14.5,0,0,0,1,0,0,1,0,0
762,0,3,1,41.0,0,0,7.125,0,0,0,1,0,0,1,0,0
763,1,3,1,20.0,0,0,7.2292,0,1,0,0,0,0,1,0,0
764,1,1,0,36.0,1,2,120.0,1,0,0,1,0,0,0,1,0
765,0,3,1,16.0,0,0,7.775,0,0,0,1,0,0,1,0,0
766,1,1,0,51.0,1,0,77.9583,1,0,0,1,0,0,0,1,0
767,0,1,1,29.881137667304014,0,0,39.6,0,1,0,0,0,0,0,0,1
768,0,3,0,30.5,0,0,7.75,0,0,1,0,0,1,0,0,0
769,0,3,1,29.881137667304014,1,0,24.15,0,0,1,0,0,0,1,0,0
770,0,3,1,32.0,0,0,8.3625,0,0,0,1,0,0,1,0,0
771,0,3,1,24.0,0,0,9.5,0,0,0,1,0,0,1,0,0
772,0,3,1,48.0,0,0,7.8542,0,0,0,1,0,0,1,0,0
773,0,2,0,57.0,0,0,10.5,1,0,0,1,0,0,0,1,0
774,0,3,1,29.881137667304014,0,0,7.225,0,1,0,0,0,0,1,0,0
775,1,2,0,54.0,1,3,23.0,0,0,0,1,0,0,0,1,0
776,0,3,1,18.0,0,0,7.75,0,0,0,1,0,0,1,0,0
777,0,3,1,29.881137667304014,0,0,7.75,1,0,1,0,0,0,1,0,0
778,1,3,0,5.0,0,0,12.475,0,0,0,1,0,1,0,0,0
779,0,3,1,29.881137667304014,0,0,7.7375,0,0,1,0,0,0,1,0,0
780,1,1,0,43.0,0,1,211.3375,1,0,0,1,0,0,0,1,0
781,1,3,0,13.0,0,0,7.2292,0,1,0,0,0,1,0,0,0
782,1,1,0,17.0,1,0,57.0,1,0,0,1,0,0,0,1,0
783,0,1,1,29.0,0,0,30.0,1,0,0,1,0,0,1,0,0
784,0,3,1,29.881137667304014,1,2,23.45,0,0,0,1,0,0,1,0,0
785,0,3,1,25.0,0,0,7.05,0,0,0,1,0,0,1,0,0
786,0,3,1,25.0,0,0,7.25,0,0,0,1,0,0,1,0,0
787,1,3,0,18.0,0,0,7.4958,0,0,0,1,0,1,0,0,0
788,0,3,1,8.0,4,1,29.125,0,0,1,0,1,0,0,0,0
789,1,3,1,1.0,1,2,20.575,0,0,0,1,1,0,0,0,0
790,0,1,1,46.0,0,0,79.2,1,1,0,0,0,0,1,0,0
791,0,3,1,29.881137667304014,0,0,7.75,0,0,1,0,0,0,1,0,0
792,0,2,1,16.0,0,0,26.0,0,0,0,1,0,0,1,0,0
793,0,3,0,29.881137667304014,8,2,69.55,0,0,0,1,0,1,0,0,0
794,0,1,1,29.881137667304014,0,0,30.6958,0,1,0,0,0,0,1,0,0
795,0,3,1,25.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
796,0,2,1,39.0,0,0,13.0,0,0,0,1,0,0,1,0,0
797,1,1,0,49.0,0,0,25.9292,1,0,0,1,0,0,0,0,1
798,1,3,0,31.0,0,0,8.6833,0,0,0,1,0,0,0,1,0
799,0,3,1,30.0,0,0,7.2292,0,1,0,0,0,0,0,0,1
800,0,3,0,30.0,1,1,24.15,0,0,0,1,0,0,0,0,1
801,0,2,1,34.0,0,0,13.0,0,0,0,1,0,0,1,0,0
802,1,2,0,31.0,1,1,26.25,0,0,0,1,0,0,0,1,0
803,1,1,1,11.0,1,2,120.0,1,0,0,1,1,0,0,0,0
804,1,3,1,0.42,0,1,8.5167,0,1,0,0,1,0,0,0,0
805,1,3,1,27.0,0,0,6.975,0,0,0,1,0,0,1,0,0
806,0,3,1,31.0,0,0,7.775,0,0,0,1,0,0,1,0,0
807,0,1,1,39.0,0,0,0.0,1,0,0,1,0,0,1,0,0
808,0,3,0,18.0,0,0,7.775,0,0,0,1,0,1,0,0,0
809,0,2,1,39.0,0,0,13.0,0,0,0,1,0,0,1,0,0
810,1,1,0,33.0,1,0,53.1,1,0,0,1,0,0,0,1,0
811,0,3,1,26.0,0,0,7.8875,0,0,0,1,0,0,1,0,0
812,0,3,1,39.0,0,0,24.15,0,0,0,1,0,0,1,0,0
813,0,2,1,35.0,0,0,10.5,0,0,0,1,0,0,1,0,0
814,0,3,0,6.0,4,2,31.275,0,0,0,1,0,1,0,0,0
815,0,3,1,30.5,0,0,8.05,0,0,0,1,0,0,1,0,0
816,0,1,1,29.881137667304014,0,0,0.0,1,0,0,1,0,0,1,0,0
817,0,3,0,23.0,0,0,7.925,0,0,0,1,0,1,0,0,0
818,0,2,1,31.0,1,1,37.0042,0,1,0,0,0,0,1,0,0
819,0,3,1,43.0,0,0,6.45,0,0,0,1,0,0,1,0,0
820,0,3,1,10.0,3,2,27.9,0,0,0,1,1,0,0,0,0
821,1,1,0,52.0,1,1,93.5,1,0,0,1,0,0,0,1,0
822,1,3,1,27.0,0,0,8.6625,0,0,0,1,0,0,1,0,0
823,0,1,1,38.0,0,0,0.0,0,0,0,1,0,0,0,0,1
824,1,3,0,27.0,0,1,12.475,1,0,0,1,0,0,0,1,0
825,0,3,1,2.0,4,1,39.6875,0,0,0,1,1,0,0,0,0
826,0,3,1,29.881137667304014,0,0,6.95,0,0,1,0,0,0,1,0,0
827,0,3,1,29.881137667304014,0,0,56.4958,0,0,0,1,0,0,1,0,0
828,1,2,1,1.0,0,2,37.0042,0,1,0,0,1,0,0,0,0
829,1,3,1,29.881137667304014,0,0,7.75,0,0,1,0,0,0,1,0,0
831,1,3,0,15.0,1,0,14.4542,0,1,0,0,0,0,0,1,0
832,1,2,1,0.83,1,1,18.75,0,0,0,1,1,0,0,0,0
833,0,3,1,29.881137667304014,0,0,7.2292,0,1,0,0,0,0,1,0,0
834,0,3,1,23.0,0,0,7.8542,0,0,0,1,0,0,1,0,0
835,0,3,1,18.0,0,0,8.3,0,0,0,1,0,0,1,0,0
836,1,1,0,39.0,1,1,83.1583,1,1,0,0,0,1,0,0,0
837,0,3,1,21.0,0,0,8.6625,0,0,0,1,0,0,1,0,0
838,0,3,1,29.881137667304014,0,0,8.05,0,0,0,1,0,0,1,0,0
839,1,3,1,32.0,0,0,56.4958,0,0,0,1,0,0,1,0,0
840,1,1,1,29.881137667304014,0,0,29.7,1,1,0,0,0,0,1,0,0
841,0,3,1,20.0,0,0,7.925,0,0,0,1,0,0,1,0,0
842,0,2,1,16.0,0,0,10.5,0,0,0,1,0,0,1,0,0
843,1,1,0,30.0,0,0,31.0,0,1,0,0,0,1,0,0,0
844,0,3,1,34.5,0,0,6.4375,0,1,0,0,0,0,1,0,0
845,0,3,1,17.0,0,0,8.6625,0,0,0,1,0,0,1,0,0
846,0,3,1,42.0,0,0,7.55,0,0,0,1,0,0,1,0,0
847,0,3,1,29.881137667304014,8,2,69.55,0,0,0,1,0,0,1,0,0
848,0,3,1,35.0,0,0,7.8958,0,1,0,0,0,0,1,0,0
849,0,2,1,28.0,0,1,33.0,0,0,0,1,0,0,0,0,1
850,1,1,0,29.881137667304014,1,0,89.1042,1,1,0,0,0,0,0,1,0
851,0,3,1,4.0,4,2,31.275,0,0,0,1,1,0,0,0,0
852,0,3,1,74.0,0,0,7.775,0,0,0,1,0,0,1,0,0
853,0,3,0,9.0,1,1,15.2458,0,1,0,0,0,1,0,0,0
854,1,1,0,16.0,0,1,39.4,1,0,0,1,0,1,0,0,0
855,0,2,0,44.0,1,0,26.0,0,0,0,1,0,0,0,1,0
856,1,3,0,18.0,0,1,9.35,0,0,0,1,0,0,0,1,0
857,1,1,0,45.0,1,1,164.8667,0,0,0,1,0,0,0,1,0
858,1,1,1,51.0,0,0,26.55,1,0,0,1,0,0,1,0,0
859,1,3,0,24.0,0,3,19.2583,0,1,0,0,0,0,0,1,0
860,0,3,1,29.881137667304014,0,0,7.2292,0,1,0,0,0,0,1,0,0
861,0,3,1,41.0,2,0,14.1083,0,0,0,1,0,0,1,0,0
862,0,2,1,21.0,1,0,11.5,0,0,0,1,0,0,1,0,0
863,1,1,0,48.0,0,0,25.9292,1,0,0,1,0,0,0,1,0
864,0,3,0,29.881137667304014,8,2,69.55,0,0,0,1,0,1,0,0,0
865,0,2,1,24.0,0,0,13.0,0,0,0,1,0,0,1,0,0
866,1,2,0,42.0,0,0,13.0,0,0,0,1,0,0,0,1,0
867,1,2,0,27.0,1,0,13.8583,0,1,0,0,0,0,0,0,1
868,0,1,1,31.0,0,0,50.4958,1,0,0,1,0,0,1,0,0
869,0,3,1,29.881137667304014,0,0,9.5,0,0,0,1,0,0,0,0,1
870,1,3,1,4.0,1,1,11.1333,0,0,0,1,1,0,0,0,0
871,0,3,1,26.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
872,1,1,0,47.0,1,1,52.5542,1,0,0,1,0,0,0,1,0
873,0,1,1,33.0,0,0,5.0,1,0,0,1,0,0,1,0,0
874,0,3,1,47.0,0,0,9.0,0,0,0,1,0,0,0,0,1
875,1,2,0,28.0,1,0,24.0,0,1,0,0,0,0,0,1,0
876,1,3,0,15.0,0,0,7.225,0,1,0,0,0,1,0,0,0
877,0,3,1,20.0,0,0,9.8458,0,0,0,1,0,0,1,0,0
878,0,3,1,19.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
879,0,3,1,29.881137667304014,0,0,7.8958,0,0,0,1,0,0,1,0,0
880,1,1,0,56.0,0,1,83.1583,1,1,0,0,0,0,0,1,0
881,1,2,0,25.0,0,1,26.0,0,0,0,1,0,0,0,1,0
882,0,3,1,33.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
883,0,3,0,22.0,0,0,10.5167,0,0,0,1,0,1,0,0,0
884,0,2,1,28.0,0,0,10.5,0,0,0,1,0,0,1,0,0
885,0,3,1,25.0,0,0,7.05,0,0,0,1,0,0,1,0,0
886,0,3,0,39.0,0,5,29.125,0,0,1,0,0,0,0,1,0
887,0,2,1,27.0,0,0,13.0,0,0,0,1,0,0,0,0,1
888,1,1,0,19.0,0,0,30.0,1,0,0,1,0,1,0,0,0
889,0,3,0,29.881137667304014,1,2,23.45,0,0,0,1,0,1,0,0,0
890,1,1,1,26.0,0,0,30.0,1,1,0,0,0,0,1,0,0
891,0,3,1,32.0,0,0,7.75,0,0,1,0,0,0,1,0,0
892,0,3,1,34.5,0,0,7.8292,0,0,1,0,0,0,1,0,0
893,1,3,0,47.0,1,0,7.0,0,0,0,1,0,0,0,1,0
894,0,2,1,62.0,0,0,9.6875,0,0,1,0,0,0,1,0,0
895,0,3,1,27.0,0,0,8.6625,0,0,0,1,0,0,1,0,0
896,1,3,0,22.0,1,1,12.2875,0,0,0,1,0,0,0,1,0
897,0,3,1,14.0,0,0,9.225,0,0,0,1,0,0,1,0,0
898,1,3,0,30.0,0,0,7.6292,0,0,1,0,0,1,0,0,0
899,0,2,1,26.0,1,1,29.0,0,0,0,1,0,0,1,0,0
900,1,3,0,18.0,0,0,7.2292,0,1,0,0,0,0,0,1,0
901,0,3,1,21.0,2,0,24.15,0,0,0,1,0,0,1,0,0
902,0,3,1,29.881137667304014,0,0,7.8958,0,0,0,1,0,0,1,0,0
903,0,1,1,46.0,0,0,26.0,0,0,0,1,0,0,1,0,0
904,1,1,0,23.0,1,0,82.2667,1,0,0,1,0,0,0,1,0
905,0,2,1,63.0,1,0,26.0,0,0,0,1,0,0,1,0,0
906,1,1,0,47.0,1,0,61.175,1,0,0,1,0,0,0,1,0
907,1,2,0,24.0,1,0,27.7208,0,1,0,0,0,0,0,0,1
908,0,2,1,35.0,0,0,12.35,0,0,1,0,0,0,1,0,0
909,0,3,1,21.0,0,0,7.225,0,1,0,0,0,0,1,0,0
910,1,3,0,27.0,1,0,7.925,0,0,0,1,0,1,0,0,0
911,1,3,0,45.0,0,0,7.225,0,1,0,0,0,0,0,0,1
912,0,1,1,55.0,1,0,59.4,0,1,0,0,0,0,1,0,0
913,0,3,1,9.0,0,1,3.1708,0,0,0,1,1,0,0,0,0
914,1,1,0,29.881137667304014,0,0,31.6833,0,0,0,1,0,0,0,1,0
915,0,1,1,21.0,0,1,61.3792,0,1,0,0,0,0,1,0,0
916,1,1,0,48.0,1,3,262.375,1,1,0,0,0,0,0,1,0
917,0,3,1,50.0,1,0,14.5,0,0,0,1,0,0,1,0,0
918,1,1,0,22.0,0,1,61.9792,1,1,0,0,0,1,0,0,0
919,0,3,1,22.5,0,0,7.225,0,1,0,0,0,0,1,0,0
920,0,1,1,41.0,0,0,30.5,1,0,0,1,0,0,1,0,0
921,0,3,1,29.881137667304014,2,0,21.6792,0,1,0,0,0,0,1,0,0
922,0,2,1,50.0,1,0,26.0,0,0,0,1,0,0,1,0,0
923,0,2,1,24.0,2,0,31.5,0,0,0,1,0,0,1,0,0
924,1,3,0,33.0,1,2,20.575,0,0,0,1,0,0,0,1,0
925,1,3,0,29.881137667304014,1,2,23.45,0,0,0,1,0,0,0,1,0
926,0,1,1,30.0,1,0,57.75,1,1,0,0,0,0,1,0,0
927,0,3,1,18.5,0,0,7.2292,0,1,0,0,0,0,1,0,0
928,1,3,0,29.881137667304014,0,0,8.05,0,0,0,1,0,1,0,0,0
929,1,3,0,21.0,0,0,8.6625,0,0,0,1,0,1,0,0,0
930,0,3,1,25.0,0,0,9.5,0,0,0,1,0,0,1,0,0
931,0,3,1,29.881137667304014,0,0,56.4958,0,0,0,1,0,0,1,0,0
932,0,3,1,39.0,0,1,13.4167,0,1,0,0,0,0,1,0,0
933,0,1,1,29.881137667304014,0,0,26.55,1,0,0,1,0,0,1,0,0
934,0,3,1,41.0,0,0,7.85,0,0,0,1,0,0,1,0,0
935,1,2,0,30.0,0,0,13.0,0,0,0,1,0,0,0,1,0
936,1,1,0,45.0,1,0,52.5542,1,0,0,1,0,0,0,1,0
937,0,3,1,25.0,0,0,7.925,0,0,0,1,0,0,1,0,0
938,0,1,1,45.0,0,0,29.7,1,1,0,0,0,0,1,0,0
939,0,3,1,29.881137667304014,0,0,7.75,0,0,1,0,0,0,1,0,0
940,1,1,0,60.0,0,0,76.2917,1,1,0,0,0,0,0,1,0
941,1,3,0,36.0,0,2,15.9,0,0,0,1,0,0,0,1,0
942,0,1,1,24.0,1,0,60.0,1,0,0,1,0,0,1,0,0
943,0,2,1,27.0,0,0,15.0333,0,1,0,0,0,0,1,0,0
944,1,2,0,20.0,2,1,23.0,0,0,0,1,0,1,0,0,0
945,1,1,0,28.0,3,2,263.0,1,0,0,1,0,1,0,0,0
946,0,2,1,29.881137667304014,0,0,15.5792,0,1,0,0,0,0,1,0,0
947,0,3,1,10.0,4,1,29.125,0,0,1,0,1,0,0,0,0
948,0,3,1,35.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
949,0,3,1,25.0,0,0,7.65,1,0,0,1,0,0,1,0,0
950,0,3,1,29.881137667304014,1,0,16.1,0,0,0,1,0,0,1,0,0
951,1,1,0,36.0,0,0,262.375,1,1,0,0,0,1,0,0,0
952,0,3,1,17.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
953,0,2,1,32.0,0,0,13.5,0,0,0,1,0,0,1,0,0
954,0,3,1,18.0,0,0,7.75,0,0,0,1,0,0,1,0,0
955,1,3,0,22.0,0,0,7.725,0,0,1,0,0,1,0,0,0
956,0,1,1,13.0,2,2,262.375,1,1,0,0,1,0,0,0,0
957,1,2,0,29.881137667304014,0,0,21.0,0,0,0,1,0,0,0,1,0
958,1,3,0,18.0,0,0,7.8792,0,0,1,0,0,1,0,0,0
959,0,1,1,47.0,0,0,42.4,0,0,0,1,0,0,1,0,0
960,0,1,1,31.0,0,0,28.5375,1,1,0,0,0,0,1,0,0
961,1,1,0,60.0,1,4,263.0,1,0,0,1,0,0,0,1,0
962,1,3,0,24.0,0,0,7.75,0,0,1,0,0,1,0,0,0
963,0,3,1,21.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
964,1,3,0,29.0,0,0,7.925,0,0,0,1,0,1,0,0,0
965,0,1,1,28.5,0,0,27.7208,1,1,0,0,0,0,0,0,1
966,1,1,0,35.0,0,0,211.5,1,1,0,0,0,1,0,0,0
967,0,1,1,32.5,0,0,211.5,1,1,0,0,0,0,1,0,0
968,0,3,1,29.881137667304014,0,0,8.05,0,0,0,1,0,0,1,0,0
969,1,1,0,55.0,2,0,25.7,1,0,0,1,0,0,0,1,0
970,0,2,1,30.0,0,0,13.0,0,0,0,1,0,0,1,0,0
971,1,3,0,24.0,0,0,7.75,0,0,1,0,0,1,0,0,0
972,0,3,1,6.0,1,1,15.2458,0,1,0,0,1,0,0,0,0
973,0,1,1,67.0,1,0,221.7792,1,0,0,1,0,0,1,0,0
974,0,1,1,49.0,0,0,26.0,0,0,0,1,0,0,1,0,0
975,0,3,1,29.881137667304014,0,0,7.8958,0,0,0,1,0,0,1,0,0
976,0,2,1,29.881137667304014,0,0,10.7083,0,0,1,0,0,0,1,0,0
977,0,3,1,29.881137667304014,1,0,14.4542,0,1,0,0,0,0,1,0,0
978,1,3,0,27.0,0,0,7.8792,0,0,1,0,0,1,0,0,0
979,1,3,0,18.0,0,0,8.05,0,0,0,1,0,1,0,0,0
980,1,3,0,29.881137667304014,0,0,7.75,0,0,1,0,0,0,0,0,1
981,0,2,1,2.0,1,1,23.0,0,0,0,1,1,0,0,0,0
982,1,3,0,22.0,1,0,13.9,0,0,0,1,0,0,0,1,0
983,0,3,1,29.881137667304014,0,0,7.775,0,0,0,1,0,0,1,0,0
984,1,1,0,27.0,1,2,52.0,1,0,0,1,0,0,0,1,0
985,0,3,1,29.881137667304014,0,0,8.05,0,0,0,1,0,0,1,0,0
986,0,1,1,25.0,0,0,26.0,0,1,0,0,0,0,1,0,0
987,0,3,1,25.0,0,0,7.7958,0,0,0,1,0,0,1,0,0
988,1,1,0,76.0,1,0,78.85,1,0,0,1,0,0,0,1,0
989,0,3,1,29.0,0,0,7.925,0,0,0,1,0,0,1,0,0
990,1,3,0,20.0,0,0,7.8542,0,0,0,1,0,1,0,0,0
991,0,3,1,33.0,0,0,8.05,0,0,0,1,0,0,1,0,0
992,1,1,0,43.0,1,0,55.4417,1,1,0,0,0,0,0,1,0
993,0,2,1,27.0,1,0,26.0,0,0,0,1,0,0,1,0,0
994,0,3,1,29.881137667304014,0,0,7.75,0,0,1,0,0,0,1,0,0
995,0,3,1,26.0,0,0,7.775,0,0,0,1,0,0,0,0,1
996,1,3,0,16.0,1,1,8.5167,0,1,0,0,0,0,0,1,0
997,0,3,1,28.0,0,0,22.525,0,0,0,1,0,0,1,0,0
998,0,3,1,21.0,0,0,7.8208,0,0,1,0,0,0,1,0,0
999,0,3,1,29.881137667304014,0,0,7.75,0,0,1,0,0,0,1,0,0
1000,0,3,1,29.881137667304014,0,0,8.7125,0,0,0,1,0,0,1,0,0
1001,0,2,1,18.5,0,0,13.0,1,0,0,1,0,0,1,0,0
1002,0,2,1,41.0,0,0,15.0458,0,1,0,0,0,0,1,0,0
1003,1,3,0,29.881137667304014,0,0,7.7792,0,0,1,0,0,1,0,0,0
1004,1,1,0,36.0,0,0,31.6792,1,1,0,0,0,1,0,0,0
1005,1,3,0,18.5,0,0,7.2833,0,0,1,0,0,1,0,0,0
1006,1,1,0,63.0,1,0,221.7792,1,0,0,1,0,0,0,1,0
1007,0,3,1,18.0,1,0,14.4542,0,1,0,0,0,0,1,0,0
1008,0,3,1,29.881137667304014,0,0,6.4375,0,1,0,0,0,0,1,0,0
1009,1,3,0,1.0,1,1,16.7,1,0,0,1,0,1,0,0,0
1010,0,1,1,36.0,0,0,75.2417,1,1,0,0,0,0,1,0,0
1011,1,2,0,29.0,1,0,26.0,0,0,0,1,0,0,0,1,0
1012,1,2,0,12.0,0,0,15.75,0,0,0,1,0,1,0,0,0
1013,0,3,1,29.881137667304014,1,0,7.75,0,0,1,0,0,0,1,0,0
1014,1,1,0,35.0,1,0,57.75,1,1,0,0,0,0,0,1,0
1015,0,3,1,28.0,0,0,7.25,0,0,0,1,0,0,1,0,0
1016,0,3,1,29.881137667304014,0,0,7.75,0,0,1,0,0,0,1,0,0
1017,1,3,0,17.0,0,1,16.1,0,0,0,1,0,1,0,0,0
1018,0,3,1,22.0,0,0,7.7958,0,0,0,1,0,0,1,0,0
1019,1,3,0,29.881137667304014,2,0,23.25,0,0,1,0,0,1,0,0,0
1020,0,2,1,42.0,0,0,13.0,0,0,0,1,0,0,1,0,0
1021,0,3,1,24.0,0,0,8.05,0,0,0,1,0,0,1,0,0
1022,0,3,1,32.0,0,0,8.05,0,0,0,1,0,0,1,0,0
1023,0,1,1,53.0,0,0,28.5,1,1,0,0,0,0,0,0,1
1024,1,3,0,29.881137667304014,0,4,25.4667,0,0,0,1,0,0,0,1,0
1025,0,3,1,29.881137667304014,1,0,6.4375,0,1,0,0,0,0,1,0,0
1026,0,3,1,43.0,0,0,7.8958,0,0,0,1,0,0,1,0,0
1027,0,3,1,24.0,0,0,7.8542,0,0,0,1,0,0,1,0,0
1028,0,3,1,26.5,0,0,7.225,0,1,0,0,0,0,1,0,0
1029,0,2,1,26.0,0,0,13.0,0,0,0,1,0,0,1,0,0
1030,1,3,0,23.0,0,0,8.05,0,0,0,1,0,1,0,0,0
1031,0,3,1,40.0,1,6,46.9,0,0,0,1,0,0,1,0,0
1032,1,3,0,10.0,5,2,46.9,0,0,0,1,0,1,0,0,0
1033,1,1,0,33.0,0,0,151.55,0,0,0,1,0,1,0,0,0
1034,0,1,1,61.0,1,3,262.375,1,1,0,0,0,0,1,0,0
1035,0,2,1,28.0,0,0,26.0,0,0,0,1,0,0,1,0,0
1036,0,1,1,42.0,0,0,26.55,0,0,0,1,0,0,1,0,0
1037,0,3,1,31.0,3,0,18.0,0,0,0,1,0,0,0,0,1
1038,0,1,1,29.881137667304014,0,0,51.8625,1,0,0,1,0,0,1,0,0
1039,0,3,1,22.0,0,0,8.05,0,0,0,1,0,0,1,0,0
1040,0,1,1,29.881137667304014,0,0,26.55,0,0,0,1,0,0,1,0,0
1041,0,2,1,30.0,1,1,26.0,0,0,0,1,0,0,0,0,1
1042,1,1,0,23.0,0,1,83.1583,1,1,0,0,0,0,0,1,0
1043,0,3,1,29.881137667304014,0,0,7.8958,0,1,0,0,0,0,1,0,0
1044,0,3,1,60.5,0,0,,0,0,0,1,0,0,1,0,0
1045,1,3,0,36.0,0,2,12.1833,0,0,0,1,0,0,0,1,0
1046,0,3,1,13.0,4,2,31.3875,0,0,0,1,1,0,0,0,0
1047,0,3,1,24.0,0,0,7.55,0,0,0,1,0,0,1,0,0
1048,1,1,0,29.0,0,0,221.7792,1,0,0,1,0,1,0,0,0
1049,1,3,0,23.0,0,0,7.8542,0,0,0,1,0,1,0,0,0
1050,0,1,1,42.0,0,0,26.55,1,0,0,1,0,0,1,0,0
1051,1,3,0,26.0,0,2,13.775,0,0,0,1,0,0,0,1,0
1052,1,3,0,29.881137667304014,0,0,7.7333,0,0,1,0,0,1,0,0,0
1053,0,3,1,7.0,1,1,15.2458,0,1,0,0,1,0,0,0,0
1054,1,2,0,26.0,0,0,13.5,0,0,0,1,0,1,0,0,0
1055,0,3,1,29.881137667304014,0,0,7.0,0,0,0,1,0,0,1,0,0
1056,0,2,1,41.0,0,0,13.0,0,0,0,1,0,0,0,0,1
1057,1,3,0,26.0,1,1,22.025,0,0,0,1,0,0,0,1,0
1058,0,1,1,48.0,0,0,50.4958,1,1,0,0,0,0,1,0,0
1059,0,3,1,18.0,2,2,34.375,0,0,0,1,0,0,1,0,0
1060,1,1,0,29.881137667304014,0,0,27.7208,0,1,0,0,0,0,0,1,0
1061,1,3,0,22.0,0,0,8.9625,0,0,0,1,0,1,0,0,0
1062,0,3,1,29.881137667304014,0,0,7.55,0,0,0,1,0,0,1,0,0
1063,0,3,1,27.0,0,0,7.225,0,1,0,0,0,0,1,0,0
1064,0,3,1,23.0,1,0,13.9,0,0,0,1,0,0,1,0,0
1065,0,3,1,29.881137667304014,0,0,7.2292,0,1,0,0,0,0,1,0,0
